language,source_id,toxic,detox,afrihate_label,judge_decision,human_decision,human_comments,edited_detox
isiXhosa,train_isixhosa_01627,mayweather uzocofa ibharu kuthule nabayiyizeli abangazinto!,mayweather uzocofa ibharu kuthule nabanye abangabalulekanga!,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00276,"futsek dlala nabangani bakho obuya msuthu notshakhuma uyeke ukusijwayela kabi , URL","Hamba udlale nabahlobo bakho obuya msuthu notshakhuma, uyeke ukusiphatha kakubi, URL",Abuse,accepted,,,
isiXhosa,train_isixhosa_01064,@username but nawe uyishlama mgodoyi,kodwa nawe uyaziphatha gqitha,Abuse,accepted,,,
isiXhosa,train_isixhosa_02184,"indaba isamile nangoku, ungathethi ikaka xa uthetha nami. URL","indaba isamile nangoku, ungathethi izinto ezingenamsebenzi xa uthetha nami.",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00037,"brother wam uthi bakhe bayovotisa abantu abadala ezindlini so babuza lo makhulu uzawvotela nton yena wathi ""ndizovotela umnqundu"" 😭","brother wam uthi bakhe bayovotisa abantu abadala ezindlini so babuza lo makhulu uzawvotela ntoni yena wathi ""ndizovotela umntu"" 😭",Abuse,accepted,,,
isiXhosa,train_isixhosa_02512,@username ligxothiwe igqwirha eli ubuthetha ngalo izolo 🤣 URL,@username ligxothiwe lowo umntu owawuthetha ngaye izolo 🤣 URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_00683,@username nalo elase gwadana igqwirha liqala,@username nalo elase Gwadana umelaphi wendabuko uqalile,Abuse,accepted,,,
isiXhosa,test_isixhosa_00183,bengishilo ngathi unkabinde umthakathi! #isibaya,Bengishilo ngathi uNkabinde unezinto ezingaqondakali! #isibaya,Abuse,accepted,,,
isiXhosa,train_isixhosa_01407,yoooo he is isidenge why did he tell you about our culture anyway akufanele ndithethe ngento zase suthwini URL,yoooo he acted inappropriately why did he tell you about our culture anyway akufanele ndithethe ngezinto zethu URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_02526,"hawu ""@username : isifebe size ngomlalo.""","hawu ""@username : umntu size ngomlalo.""",Abuse,accepted,,,
isiXhosa,train_isixhosa_02447,@username siqhele over yilonto imenemene silibona lipha kude,@username siqhele over yilonto incinane silibona lipha kude,Abuse,accepted,,,
isiXhosa,train_isixhosa_02143,@username ugcwele ikaka lo... URL,@username ugcwele amanga lo... URL,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00265,"sbwl u""futsek buyela endlini"" wakho 😍😍❤️ #21dayslockdown URL","sbwl u""nceda buyela endlini"" wakho 😍😍❤️ #21dayslockdown URL",Abuse,accepted,,,
isiXhosa,train_isixhosa_01678,lol! pipi yakhe ngoku mntu seyizula koo whatsapp :( anisfundi gqith isifundo maan.,"lol! umntu sele ezula kwi-WhatsApp :( andisafundi kakhulu, isifundo siyandikhathaza.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01260,@username umthakathi wendaba 🖐️😅🖐️🤣,@username uthanda iindaba 🖐️😅🖐️🤣,Abuse,accepted,,,
isiXhosa,test_isixhosa_00185,@username zinja mgodoyi lemi khangcala!!,@username ndiyakhathazeka ngokuziphatha kwakho!!,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00020,yawthetha umsunu lo dzudzu yazi. URL,"Uyathetha izinto ezingaqondakaliyo, yazi.",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00105,@username kungenaphi lokho mdidi,"@username kungenaphi lokho, nceda uchaze",Abuse,accepted,,,
isiXhosa,test_isixhosa_00074,"utyiwe zingcongconi kabuhlungu kufike isibhanxa sikubuze "" lovebite yona udibanaphi nayo ?"" URL","Ndityiwe ziingcongconi, kubuhlungu, kufike umntu wandibuza ""lovebite yona, udibanaphi nayo?""",Abuse,accepted,,,
isiXhosa,train_isixhosa_00426,@username okay... ithi lo umthakathi ahambe ayolala,@username okay... ithi lo mntu ahambe ayolala,Abuse,accepted,,,
isiXhosa,train_isixhosa_00360,@username umsunu lo abawenzayo manje,@username into abayenzayo manje ayilunganga.,Abuse,accepted,,,
isiXhosa,train_isixhosa_00160,"abasathukani, uthi lidlolo, unomokhwe 😭😭 #uyajola99","abasathukani, uthi kuyamangalisa, unomokhwe 😭😭 #uyajola99",Abuse,accepted,,,
isiXhosa,train_isixhosa_02534,ngathi le promo gig ye covid-19 bayinike isibhanxa,ngathi le promo gig ye covid-19 bayenza ngokugqithisileyo,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00557,@username msunu kanyoko wena.. ungathola isikhathi sihloniphe,Ungathola ixesha lokuhlonipha?,Abuse,accepted,,,
isiXhosa,test_isixhosa_00210,that time mhlambe nomlomo wakhe uyanuka URL,Ngelo xesha mhlambe umlomo wakhe wayenuka.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00144,ulahle imenemene lakho for imenemene elilahlwe limenemene lalo ngenxa yobumenemene kwawena ube ulimenemene 🙆🏾‍♂️🙆🏾‍♂️,"Ulahle into yakho ngenxa yokuziphatha kwakho, nceda ucinge ngakumbi 🙆🏾‍♂️🙆🏾‍♂️",Abuse,accepted,,,
isiXhosa,test_isixhosa_00521,mina ngasuka ekhaya ngithi ngizogana kanti ngizogana isifebe sendoda!,"Mina ngasuka ekhaya ngithi ngizogana, kanti ngizogana nomnye umntu!",Abuse,accepted,,,
isiXhosa,train_isixhosa_01710,inoba ndim isibhanxa apha 😭,inoba ndididekile apha 😭,Abuse,accepted,,,
isiXhosa,train_isixhosa_01641,he is umdlwembe lamkhulu URL,Ungumntu onzima kakhulu.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00532,yes ngawafaka amacici nami but ngokuhamba kwesikhath ngawayeka! angisayizwisisi nje kwelova namacici! ivele injubaqa izalifaka ekhaleni,"Ndazifaka nam amacici, kodwa ngokuhamba kwexesha ndawayeka. Andisaziqondi kakuhle indlela abantu abathanda ngayo amacici; bazifaka nje ezindlebeni.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01346,"@username ukuze ndibe nengqondo kufuneka ndincome ukuba banxibe kakuhle aba nontroyi? mna ndingumzali ndinabantwana abangama ntombazana,asoze owam umntana aphume endlini enxibe kanje kweli lizwe likhohlakele kanje. im not sure about you ke wena.",@username ukuze ndibe nengqondo kufuneka ndicace ukuba abantu abanjalo banxibe kakuhle? Mna ndingumzali ndinabantwana abantombazana; andifuni umntwana wam aphume endlini enxibe ngolo hlobo kweli lizwe elinemiba. Andazi ngawe.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01309,"it has to be ukwenziwa isibhanxa telling people that ukwi relationship naye but yena uthetha something else, or wenza nje. URL","Kufuneka kube kukwenziwa isibhanxa, uxelela abantu ukuba ukwi-relationship naye kodwa yena uthetha okunye okanye udlala nje.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01147,yaynxiba ikaka losisi😭😭😭,yaynxiba ingubo losisi😭😭😭,Abuse,accepted,,,
isiXhosa,train_isixhosa_01948,azifunwa ke ikaka ezingajoliyo 😂😂😂,Akufunwa ke abantu abangajoliyo 😂😂😂,Abuse,accepted,,,
isiXhosa,test_isixhosa_00488,"nkosiyami uyanuka lobaba, why abantu bangagezi kodwa😭","Nkosi yam, lo mntu unanuka; kutheni abantu bengagezi?",Abuse,accepted,,,
isiXhosa,test_isixhosa_00547,isidenge sibotshwa kowaso,Umntu ongazinzanga mabotshelwe ngabantu bakhe.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01066,@username inja engafundisekile. umthuqasi womgodoyi othi “shut up” kubantu abadala. nx mkhangqala ndini,"@username akaziphathanga kakuhle. Ukuthi ""shut up"" kubantu abadala akwamkeleki. Ndicaphukile.",Abuse,accepted,,,
isiXhosa,train_isixhosa_00844,@username umnqundu ligama eliphambili namhlanje,@username ingxoxo ligama eliphambili namhlanje,Abuse,accepted,,,
isiXhosa,test_isixhosa_00209,@username isidlwengu esi qha 🤣,@username ngumntu onezenzo ezingamkelekanga 🤣,Abuse,accepted,,,
isiXhosa,train_isixhosa_00015,nifundisa abantwana benu ikaka then nibuthethelele obubhanxa nibenzayo ugqiba kwenu. but each to their own i guess.,"Nifundisa abantwana benu izinto ezimbi, emva koko nizithethelela ukuziphatha okungafanelekanga enikwenzayo. Kodwa ugqiba kwenu, ndicinga.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01225,@username lowo mgodoyi ungaw'lethi emzansi... uskhumbuza izikhathi ezinzima kabi ezweni lobab'omkhulu wethu.,@username lowo muntu ungaw'lethi emzansi... usikhumbuza izikhathi ezinzima kabi ezweni lobab'omkhulu wethu.,Abuse,accepted,,,
isiXhosa,train_isixhosa_00884,iyayidlala ikaka ibafanabafana qa,Iyadlala nabafana qha.,Abuse,accepted,,,
isiXhosa,test_isixhosa_00337,@username ukujwayela kabi? lowo mgodoyi.,@username ukujwayela kabi? lowo mntu.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00308,ungavumi bakwenze umnqundu....,Ungavumi ukuba bakuhlekise.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01110,le gcokama labo liyaboniswa lingazibiza ngonyazi kanjan makadelete le rabishi URL,"Le gcokama labo liyaboniswa, alibonisi ukuba ngubani. Makadelete le post URL",Abuse,accepted,,,
isiXhosa,train_isixhosa_02123,haybo😂😂😂 yaythetha ibhentse lomntana! URL,haybo😂😂😂 wayethetha into embi ngomntwana!,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00220,"@username ngova, kwedini boke uthule xa kuthetha u nongxowa. ubalekisa elidlagusha ngezi  politics zenu ze bmf zingazi na niks after all. yekani ukuba zii populists maan","@username ngova, kwedini bonke nceda uthobe xa kuthetha u nongxowa. Ipolitiki zenu zeBMF ibonakala i-populist; yeka ukuba ni-populists",Abuse,needs_edit,,,
isiXhosa,train_isixhosa_02380,"nalo umnqundu uyagqitha, masiqine URL","nalo lo mntu uyagqitha, masiqine URL",Abuse,accepted,,,
isiXhosa,train_isixhosa_00791,@username sundenza ikaka yomntu ndizobuza ngokustanelwa kwakho 🤦🏿‍♂️🤦🏿‍♂️,"@username uyandenza ndibe nexhala, ndizobuza malunga nokuziphatha kwakho 🤦🏿‍♂️🤦🏿‍♂️",Abuse,accepted,,,
isiXhosa,train_isixhosa_01379,“wenze ikaka kodwa yaz” URL,"Wenze iphutha, kodwa uyazi.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01332,surely lo mgodoyi kwaku khokhe invoice ye tender thizeni.. URL,surely lo mntu kwakufanele akhokhe invoice ye tender thizeni.. URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_01375,uthethe ikaka oku kwakhe ke lo thembi URL,Uthethe into engachanekanga. Oku kukwaThembi.,Abuse,accepted,,,
isiXhosa,train_isixhosa_00972,yoh hayi sihambe simithela isidenge ke kodwa .,yoh hayi sihambe senze izinto ezingaqondakali ke kodwa.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01015,@username usislima sokugqibela wena mdidi,Wena unengxaki enkulu.,Abuse,accepted,,,
isiXhosa,train_isixhosa_02137,@username linda kancane uzobona kuyenzeka  mgodoyi,Linda kancane uzobona kuyenzeka.,Abuse,accepted,,,
isiXhosa,train_isixhosa_02275,iyancitha ke into yokuthethelela itshomi elimenemene. uzihlaze wena ebantwini kodwa uthelela imenemene. umane usothuka 💔,Ayilunganga ke into yokuthethelela itshomi elimenemene. Ubonakala kakubi phambi kwabantu kodwa uthelela imenemene. Umane usothuka 💔,Abuse,accepted,,,
isiXhosa,train_isixhosa_00038,"sekhe wabona i couple eno mntana omncinci, uyijonge le couple uthi ngaphakathi ""futsek ayingomntana wenu lona, ngumzukulwana""?","sekhe wabona i couple eno mntana omncinci, uyijonge le couple uthi ngaphakathi ""hayi, ayingomntana wenu lona, ngumzukulwana""?",Abuse,accepted,,,
isiXhosa,train_isixhosa_02556,@username wena wafaka loya mgodoyi owaluma isgebengu emva kwalokho account suspended,@username wena wafaka lowo mntu owawuma isigebengu emva koko i-akhawunti yamiselwa.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01360,abecinga uzompendula xa ethetha ikaka ngawe URL,Ucinga uzompendula xa ethetha amagama amabi ngawe URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_00885,@username ngathi uthi 'futsek',@username ngathi uthi 'hamba',Abuse,accepted,,,
isiXhosa,train_isixhosa_02194,@username #muvhango uyandidika zenja ngcono ngathi wayethandana no ndalamo kodwa yayiyi force marriedge futsek .,"@username #muvhango iyandicaphukisa, kungcono ukuba wayethandana noNdlamo kodwa yayiyi forced marriage.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01730,"kazi ngathi unuka ini! rt""@username : urick ross ngathi uyanuka nje""",kazi ngathi kukho iphunga! rt @username: uRick Ross kubonakala kukho iphunga,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00245,"khona @username ndileli ndihleka phezolo, coz i came across tweets zakho uthuka esinye isidenge esikuqhela kakubi.","khona @username, ndihlekile izolo kuba ndawabona tweets zakho apho uthuka omnye umntu.",Abuse,accepted,,,
isiXhosa,train_isixhosa_00005,@username umnqundu ka government neetshomi zakhe,@username uxhasa urhulumente kunye nabahlobo bakhe,Abuse,accepted,,,
isiXhosa,train_isixhosa_00031,@username igqwirha lsenza izinto zobugqwirha balo,@username kubonakala ngathi usenza izinto zobugqwirha,Abuse,accepted,,,
isiXhosa,train_isixhosa_01121,@username ngumlo lokukundibiza ixoki based on your belief. ndiyakucela hlukana nam.,"@username Kunzima kum ukuba undibize ixoki ngenxa yokukholwa kwakho. Ndiyakucela, hlukana nam.",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00350,umjita mfethu uyi cleaner🥺 bathi ubencamela ukubeka icent phezu kwe linye kunoku yidla nezifebe.. wamane walobola isifebe ke URL,umjita mfethu uyi cleaner🥺 bathi ubencamela ukubeka icent phezu kwelinye kunokuba adibane nabasetyhini abathengisa ucansi.. wamane walobola lowo mfazi ke URL,Abuse,accepted,,,
isiXhosa,test_isixhosa_00403,@username ulibona njani ? nditsho ihule elo,ulibona njani? nditsho olo mntu uziphatha kakubi,Abuse,accepted,,,
isiXhosa,train_isixhosa_00053,"ina @username , hambo sifunela ngubani lo kuthetwa ngaye apha uyeke ibhentse zethu. URL URL","ina @username, nceda uhambe — sifuna ukwazi ngubani okuthethwa ngaye apha, uyeke ukusiphazamisa. URL URL",Abuse,accepted,,,
isiXhosa,train_isixhosa_00220,@username thiza wabanjwa unomokhwe! 😂,Kubonakala uThiza ebonwe nomokhwe.,Abuse,accepted,,,
isiXhosa,train_isixhosa_00001,yilonto abanye bethetha ikaka 🤔 URL,yilonto abanye bethetha izinto ezingachanekanga 🤔 URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_02013,"only reason i love john wick so much is cause abayenzi lanto yothetha isidala ingathi ndibukele isiqendu, kukhatywa isibhanxa qha","Only reason I love John Wick so much is cause abayenzi lento bathetha ngenye indlela; ingathi ndibukele isiqendu, igcwele isenzo kuphela.",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00102,"@username ahhh kodwa lol @username uzizwele rt @username : @username msebenzi womchamo, futsek nalowo msebenzi wakhe","@username ahhh kodwa lol @username uzizwele rt @username : @username umsebenzi ongafanelekanga, nceda shintsha lowo msebenzi wakhe",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00275,"itya ngomlomo bhuti, sukhupha ikaka ngawo. URL","Yitya ngomlomo, bhuti; musa ukuthetha izinto ezingalunganga.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01675,loool“@username : isifebe asingeni emzini. angazike nenza njani kwaxhosa kodwa nje @username ”,"loool ""@username: umntu ongafanelekanga akangeni emzini. Andazi ke ndenze njani, kodwa nje @username""",Abuse,accepted,,,
isiXhosa,test_isixhosa_00217,"kufuneka ndiqeshe isibhanxa for that, ngumsebenzi. URL","kufuneka ndiqeshe umntu for that, ngumsebenzi. URL",Abuse,accepted,,,
isiXhosa,test_isixhosa_00529,"@username siyaphapha &amp; sifuna ukulungisa umhlaba without starting with our own selves. i have nothing against anyone who teaches from a place of love, that person uyakha but lezi ezinye iy'mfene that don't even have izithakazelo kodwa zibe zazi kakhulu😩masingayeka nje ukuphapha.","@username siyaphapha & sifuna ukulungisa umhlaba without starting with our own selves. i have nothing against anyone who teaches from a place of love, that person uyakha, but abanye baziphatha ngendlela engeyiyo, abanazo izithakazelo kodwa bazibona belungile kakhulu 😩 masingayeka nje ukuphapha.",Abuse,accepted,,,
isiXhosa,train_isixhosa_00524,xa ndicinga indlela endizomkhaba ngayo umntu ondiqhela ikaka ndive ndibena masikizi,xa ndicinga indlela endiza kumphendula ngayo umntu ondiqhela kakhulu ndive ndixhalabile,Abuse,accepted,,,
isiXhosa,test_isixhosa_00176,@username 😂 😂 😂 😂 but guys uzinhle was just posting iqheya lakhe. and you guys decided to say ncooah engacelanga... so ke please yimani ngo chuku.,@username 😂 😂 😂 😂 but guys uzinhle was just posting iqheya lakhe. and you guys decided to say unnecessary things... so ke please yimani.,Hate,accepted,,,
isiXhosa,train_isixhosa_00922,"kwayekwa nyhani ubethwa ezikolweni! kuyacaca, injubaqa zonwabile URL","Kuyenzeka nyani, kubethwa ezikolweni! Kuyacaca, abanye bonwabile.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01995,lp: izingane zoma - isifebe sendoda. #ingomabusuku,lp: izingane zoma - umuntu ongaziphathi kahle. #ingomabusuku,Abuse,accepted,,,
isiXhosa,train_isixhosa_02267,bethuna xa ningayazi into nibovele nithule endaweni ba nithethe ikaka.,Nithule xa ningayazi into endaweni yokuthetha izinto ezingachanekanga.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01608,"uthi ugaya omubi i chance hoping uzokuphatha kahle, yey likudlale ixoxo 😭 uze uysole ukuth bewenzani! 🤣","Uthi uphose ithuba elihle ngoba wathemba ukuba uzakuphatha kakuhle; bakudlale, uze uyasola oko abakwenzileyo!",Abuse,accepted,,,
isiXhosa,train_isixhosa_00968,@username udakiwe wena masende kayihlo,@username ubonakala udakiwe.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00301,kwasho esinye isidenge sathi bayazala abanye omama,kwasho omnye umntu sathi bayazala abanye omama,Abuse,accepted,,,
isiXhosa,train_isixhosa_00515,waze wanuka kabi umuntu akanuki ikwapha kodwa uyanuka nje,Ndiyaphawula ukuba umntu unephunga kancinci.,Abuse,accepted,,,
isiXhosa,train_isixhosa_02385,mangsemotweni yakho udriver ikaka kdamuka utshwala😩,Emotweni yakho udriver unuka utshwala😩,Abuse,accepted,,,
isiXhosa,train_isixhosa_02575,@username xa uzakuloqa inkukuma ingathi ngosowulele ngoku 🙃 URL,"@username xa uza kuthetha into engalunganga, kubonakala ngathi usesulelekile ngoku 🙃 URL",Abuse,accepted,,,
isiXhosa,test_isixhosa_00047,bayayinxila ikaka aba mama 😂😂,Bayayinxila kakhulu aba mama 😂😂,Abuse,accepted,,,
isiXhosa,train_isixhosa_01647,boniswa iphixiphixi nxa #etvscandal,boniswa ingxaki nxa #etvscandal,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00442,ndinxila ikaka kodwa. 😂,ndiyacasukile kodwa. 😂,Abuse,accepted,,,
isiXhosa,test_isixhosa_00439,oomarhosha kulena iweather bayaxoka bazonxiba iblukwe ezinde. ayizobakhona ingeniso tu.,"oomarhosha kule iweather batsho izinto, bazonxiba ibhulukwe ezinde. ayizobakhona ingeniso tu.",Abuse,accepted,,,
isiXhosa,test_isixhosa_00552,😂 😂 niyeke usixelela sinxila ikaka nafuthi URL,"😂 😂 Niyeke ukusixelela izinto ezingafanelekanga, nceda URL",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00180,"ungavumi bakwenze ipuss. ubozenza isibhanxa sometimes, enzele ababakwenza intlekisa bazoziveza.",Ungavumi ukuba bakuphathise kakubi. Ngezinye iimeko ubonakala unobuthathaka; abo bakwenza intlekisa baya kuziveza.,Abuse,accepted,,,
isiXhosa,train_isixhosa_00565,@username iqaba lase mampondweni liyazi fanela nozamangwanya 😂,REVIEW_REQUIRED,Abuse,needs_edit,,,
isiXhosa,train_isixhosa_02261,isibhanxa ndiyasiqhwaba mna URL,lo mntu ndiza kuthetha naye mna URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_01788,"@username askies makubhlungu kodwa, ubuyile. utsotsi wase nkandla makonya","@username askies makubhlungu kodwa, ubuyile. osolwa wase nkandla makonya",Abuse,accepted,,,
isiXhosa,test_isixhosa_00331,@username tjooo futhi iqaba 😩😩😩,@username tjooo futhi kuyacasula 😩😩😩,Abuse,accepted,,,
isiXhosa,train_isixhosa_00824,@username 😂🤣🤣🤣 kuhlupha lana ukuba iqaba,@username 😂🤣🤣🤣 kuhlupha lana ukuba uyandikhathaza,Abuse,accepted,,,
Yorùbá,train_yoruba_01816,"""eleribu ni eleyi o URL",Eleyi nilo lati dara sii o URL,Abuse,accepted,,,
Yorùbá,dev_yoruba_00041,"""awon eleyi ti ya werey 🤣🤣🤣 URL",awon eleyi ti ṣe aṣiṣe 🤣🤣🤣 URL,Abuse,accepted,,,
Yorùbá,train_yoruba_01708,"""olofo wò ni eleyi? URL",eniyan wò ni eleyi? URL,Abuse,accepted,,,
Yorùbá,train_yoruba_03020,alákọrí oníjìbìtì kan tún fẹ́ jí àwọn olóore lówó nípasẹ̀ ọ̀rọ̀ yìí njẹ́ ẹ ò ríi pé ẹ̀dá míràn kanlẹ̀ ya ìkà aláìbìkítà ni,oníjìbìtì kan tún fẹ́ jí àwọn olóore lówó nípasẹ̀ ọ̀rọ̀ yìí njẹ́ ẹ ò ríi pé ẹ̀dá míràn kanlẹ̀ ya aláìbìkítà ni,Abuse,accepted,,,
Yorùbá,train_yoruba_00383,"""@username level oribu òfo wo nìyẹn?""",@username level aṣiṣe wo nìyẹn?,Abuse,accepted,,,
Yorùbá,test_yoruba_00211,"""@username e ma lule last last ni,eyin naa ni o n ba onire yo e ma n binu chelsea oga yin ni europe ni.""","@username e maa padanu last last, eyin naa ni e n ba onire yo. e ma binu, chelsea dara ju yin lo ni europe.",Abuse,accepted,,,
Yorùbá,train_yoruba_03376,no àwọn òmùgọ̀ tí wọn ró pé àwọn gbọ́n,no àwọn tí wọn nílò láti kọ́ ẹ̀kọ́ síi tí wọn ro pé wọn gbọ́n,Abuse,accepted,,,
Yorùbá,train_yoruba_01225,tó bá wá jẹ́ ọkọ ìyá yìí ló yá ní wèrè gẹ́gẹ́ bí ara àdúgbò ṣe ti lérò a jẹ́ wípé lóòótọ́ nǹkan ń bẹ,"Tó bá wá jẹ́ ọkọ ìyá yìí ní ìṣòro ìlera ọpọlọ gẹ́gẹ́ bí ara àdúgbò ṣe ti rò, a jẹ́ wípé lóòótọ́ nǹkan ń bẹ.",Abuse,accepted,,,
Yorùbá,train_yoruba_02074,"""@username oloriburuku nie se ..ode ma shofo tomo tomo ni""",@username ise ti o se ko daa.. ma se iwa tomotomo mo,Abuse,accepted,,,
Yorùbá,train_yoruba_02129,"""@username wa se orire fun reply yi,oloriburuku gidi ni.""","@username wa se orire fun reply yi, o nilo lati dara sii.",Abuse,accepted,,,
Yorùbá,train_yoruba_03428,"""ori eleyi ma ti daru.. URL",ero eleyi ma ti nilo atunse die.. URL,Abuse,accepted,,,
Yorùbá,test_yoruba_00033,"""@username for social media polling center🙄😴😁   awon wèrèy jatijati""",@username for social media polling center🙄😴😁   awon ti ko dara,Abuse,accepted,,,
Yorùbá,train_yoruba_03388,"""@username koni dafu iya baba e... omoale jati jati""",@username ìwà rẹ nílò ìtúnṣe díẹ̀.,Abuse,accepted,,,
Yorùbá,test_yoruba_00691,"""omo ale jatijati 🤣 tani boda e URL",iwa re nilo itunse die 🤣 tani boda e,Abuse,accepted,,,
Yorùbá,train_yoruba_01474,"""@username oloriburuku ni awon to ni e … ole ni awon ebi e""",@username àwọn tó ní ẹ kò dáa … àwọn ẹbí ẹ ní ìwà tí kò bófin mu,Abuse,accepted,,,
Yorùbá,train_yoruba_01101,"""oloriburuku ni é, aburo oloshi URL","Ìwà rẹ̀ nílò ìtúnṣe, abúrò.",Abuse,accepted,,,
Yorùbá,train_yoruba_02733,"""omo ale ni bobo arturo yi""",Bobo Arturo yìí nílò láti hùwà dáadáa.,Abuse,accepted,,,
Yorùbá,train_yoruba_00662,"""olofo ni babe yi URL",Babe yi n soro ju.,Abuse,accepted,,,
Yorùbá,train_yoruba_03427,ìdílé oníṣekúṣe oníṣìnà aláṣẹ́wó ni ka ìdílé obìnrin tí ìlù eré alẹ́ ọjọ́ ìgbeyàwó rẹ̀ bá ti ya ká tó ṣeré,ìdílé tí kò bójú tó ìwà rere ni ka ìdílé obìnrin tí ìlù eré alẹ́ ọjọ́ ìgbeyàwó rẹ̀ bá ti ya ká tó ṣeré,Abuse,accepted,,,
Yorùbá,train_yoruba_01519,gbogbo ẹni ń da ilẹ̀ kiri àdúgbò onídọ̀tí tí n dọ̀tíi èkó ẹ̀yin lọ́ ń bá wí o,"gbogbo ẹni tí ń da ilẹ̀ kiri ní àdúgbò tí ń dọ̀tí èkó, ẹ̀yin ló ń bá wí o",Abuse,accepted,,,
Yorùbá,train_yoruba_01570,"""shórà fùn àwòn bòbò mayowa✌🏽yèn  òlòríbùrùkù níwón🤣wòn dò shíò òbò😎""","shórà fùn àwọn bobo Mayowa yẹn; ìwa wọn kò dáa, wọn máa ń ṣe àìtó",Abuse,accepted,,,
Yorùbá,train_yoruba_00278,nánínánínání ohun a ní là ń nání mọ́ ya ọmọ àlè tí ń fọwọ́ òsì júwe ilée bàbáa rẹ̀,nánínánínání ohun a ní là ń nání mọ́ ya ọmọ tí ń fọwọ́ òsì júwe ilée bàbáa rẹ̀,Abuse,accepted,,,
Yorùbá,train_yoruba_03267,whala ti yin ni yen egbon awa o ni gba ki ta wa lopo nkan ti o ba ma gba la ma fun edake shobolashan,"Ìṣòro yín ni yẹn, ẹ̀gbọ́n; awa ò ní gba kí ta wa l'òpò nkan. Tí ẹ bá máa gba, la máa fún. Ẹ jọ̀ọ́ dakẹ́, Shobolashan.",Abuse,accepted,,,
Yorùbá,train_yoruba_00567,"""dem say oniranu ni eyin noh 😂😂#rebuildilorinreputation URL",dem say eyin nilo itunse noh #rebuildilorinreputation URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02726,"""@username ori baba re loburu. iwo werey jatijati""",Iwa baba re ko daa. Iwo nilo lati tun iwa re se.,Abuse,accepted,,,
Yorùbá,train_yoruba_01042,"""weyrey lo poju ninu gbogbo yin. 🤌🏾 URL",Iwa aito lo poju ninu gbogbo yin. 🤌🏾 URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02542,"""orí ẹ ti dàrú URL",Èrò ẹ ti dàrú URL,Abuse,accepted,,,
Yorùbá,test_yoruba_00323,toò ẹ máà jẹ́ káwọn èwe yín di olódo ràbàtà nílé ìwé ẹ yá a máa fún wọn láwùsá jẹ kí wọ́n ba lè mọ̀wé bíi kòfẹ́sọ̀,toò ẹ máà jẹ́ káwọn èwe yín ní ìṣòro nílé ìwé ẹ yá a máa fún wọn láwùsá jẹ kí wọ́n ba lè mọ̀wé bíi kòfẹ́sọ̀,Abuse,accepted,,,
Yorùbá,train_yoruba_02334,"""omo àlè jatijati ni ẹ o URL",Ìwa yín nílò ìtúnṣe díẹ̀.,Abuse,accepted,,,
Yorùbá,test_yoruba_00023,"""oniranu omo lo poju ninu yin 😎😎😎😎""",Iwa buruku lo poju ninu yin 😎😎😎😎,Abuse,accepted,,,
